"FY 2018 Active Providers",""
"Selection Criteria",""
"Provider and Supplier Type(s):","Dually Certified SNF/NFs - Medicare and Medicaid, Distinct Part SNF/NFs - Medicare and Medicaid, Skilled Nursing Facilities (SNFs) - Medicare Only, Nursing Facilities - Medicaid Only"
"Year Type:","Fiscal Year"
"Year:","2018"
"Quarter:","Full Year"
"CCN","Provider Name","Address","City","State","Zip Code","County","Region","Phone Number","Provider Type","Original Participation Date","Termination Date","Number of Certified Beds","Hospital Based","Chain Name","Ownership Type"
"676092","LEGACY AT JACKSONVILLE","810 BELLAIRE ST.","JACKSONVILLE","TX","75766","Cherokee","(VI) Dallas","903 586-9871","SNF/NF (Distinct Part)","04/01/2006","","80","N","","Government"
"676093","ROCKDALE ESTATES & REHABILITATION","1350 W. HIGHWAY 79","ROCKDALE","TX","76567","Milam","(VI) Dallas","512 446-2548","SNF/NF (Distinct Part)","04/01/2006","","84","N","","For Profit"
"676094","FOCUSED CARE AT ORANGE","4201 FM 105","ORANGE","TX","77630","Orange","(VI) Dallas","409 883-8803","SNF/NF (Dually Certified)","03/09/2006","","120","N","","For Profit"
"676095","WEST OAKS NURSING AND REHABILITATION CENTER","3200 W. SLAUGHTER LANE","AUSTIN","TX","78748","Travis","(VI) Dallas","512 282-0141","SNF/NF (Distinct Part)","03/31/2006","","125","N","","Government"
"676096","BAYBROOKE VILLAGE CARE AND REHAB CENTER","8300 ELDORADO PARKWAY  WEST","MCKINNEY","TX","75070","Collin","(VI) Dallas","972 548-9339","SNF/NF (Distinct Part)","04/20/2006","","128","N","","Non-Profit"
"676097","GOLDEN CREEK HEALTHCARE AND REHABILITATION CENTER","2100 DOVER CROSSING LANE","NAVASOTA","TX","77868","Grimes","(VI) Dallas","936 825-4043","SNF/NF (Distinct Part)","04/14/2006","","125","N","","For Profit"
"676098","THE PLAZA AT RICHARDSON","1301 RICHARDSON DR","RICHARDSON","TX","75080","Dallas","(VI) Dallas","972 759-2180","SNF/NF (Distinct Part)","03/23/2006","","124","N","","For Profit"
"676099","THE ARBOUR AT WESTMINSTER MANOR","4200 JACKSON AVE","AUSTIN","TX","78731","Travis","(VI) Dallas","512 454-2140","Skilled Nursing Facility","04/26/2006","","90","N","","Non-Profit"
"676100","SAN ANGELO NURSING AND REHAB","5455 KNICKERBOCKER RD","SAN ANGELO","TX","76904","Tom Green","(VI) Dallas","325 944-1660","SNF/NF (Distinct Part)","04/11/2006","","125","N","","Non-Profit"
"676101","RIDGMAR MEDICAL LODGE","6600 LANDS END COURT","FORT WORTH","TX","76116","Tarrant","(VI) Dallas","817 665-1971","SNF/NF (Distinct Part)","03/11/2006","","155","N","","For Profit"
"676102","LEGACY AT JACKSONVILLE","810 BELAIRE STREET","JACKSONVILLE","TX","75766","Cherokee","(VI) Dallas","903 589-5300","SNF/NF (Distinct Part)","05/15/2006","07/31/2019","101","N","","For Profit"
"676103","WELLS LTC PARTNERS INC","46 MAY STREET","WELLS","TX","75976","Cherokee","(VI) Dallas","936 867-4707","SNF/NF (Distinct Part)","01/13/2006","","90","N","","For Profit"
"676104","GRAPEVINE MEDICAL LODGE","1005 IRA E. WOODS PARKWAY","GRAPEVINE","TX","76051","Tarrant","(VI) Dallas","817 421-1313","SNF/NF (Distinct Part)","06/20/2006","","132","N","","For Profit"
"676105","THE PLAZA AT LUBBOCK","4910 EMORY","LUBBOCK","TX","79416","Lubbock","(VI) Dallas","806 740-0800","SNF/NF (Dually Certified)","07/05/2006","","132","N","","Non-Profit"
"676107","CORPUS CHRISTI NURSING AND REHABILITATION CENTER","2735 AIRLINE RD","CORPUS CHRISTI","TX","78414","Nueces","(VI) Dallas","361 992-0816","SNF/NF (Dually Certified)","08/03/2006","","120","N","","Non-Profit"
"676108","VIDOR HEALTH & REHABILITATION CENTER","470 MOORE DR","VIDOR","TX","77662","Orange","(VI) Dallas","409 769-2454","SNF/NF (Distinct Part)","09/01/2006","","144","N","","Government"
"676109","CALDER WOODS","7080 CALDER","BEAUMONT","TX","77706","Jefferson","(VI) Dallas","409 861-1123","Skilled Nursing Facility","08/09/2006","","46","N","","Non-Profit"
"676111","THE BUCKINGHAM","8580 WOODWAY DRIVE","HOUSTON","TX","77063","Harris","(VI) Dallas","713 979-3777","Skilled Nursing Facility","08/28/2006","","90","N","","Non-Profit"
"676112","CRESTVIEW COURT","224 W PLEASANT RUN RD","CEDAR HILL","TX","75104","Dallas","(VI) Dallas","972 291-5977","SNF/NF (Distinct Part)","08/31/2006","","125","N","","For Profit"
"676113","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -","2003 W HUTCHINS PLACE","SAN ANTONIO","TX","78224","Bexar","(VI) Dallas","210 927-0800","SNF/NF (Dually Certified)","10/10/2006","","126","N","THE ENSIGN GROUP","Government"
"676114","RIVER HILLS HEALTH AND REHABILITATION CENTER","2091 BANDERA HWY","KERRVILLE","TX","78028","Kerr","(VI) Dallas","830 257-9900","SNF/NF (Distinct Part)","10/01/2006","","150","N","","For Profit"
"676116","FOCUSED CARE AT WESTWOOD","8702 COURSE DRIVE","HOUSTON","TX","77099","Harris","(VI) Dallas","210 705-4560","SNF/NF (Distinct Part)","11/01/2006","","125","N","","For Profit"
"676117","BERTRAM NURSING AND REHABILITATION","540 E STATE HWY 29","BERTRAM","TX","78605","Burnet","(VI) Dallas","512 355-2116","SNF/NF (Distinct Part)","11/01/2006","","74","N","","For Profit"
"676119","RIO GRANDE CITY NURSING AND REHABILITATION CENTER","2530 CENTRAL PALM DR","RIO GRANDE CITY","TX","78582","Starr","(VI) Dallas","956 487-3996","SNF/NF (Dually Certified)","10/19/2006","","110","Y","","For Profit"
"676120","THE HOMESTEAD OF SHERMAN","1000 SARA SWAMMY DR","SHERMAN","TX","75090","Grayson","(VI) Dallas","903 891-1730","SNF/NF (Distinct Part)","11/02/2006","","132","N","","For Profit"
"676121","SILVER TREE NURSING AND REHABILITATION CENTER","930 ROY RICHARD DR","SCHERTZ","TX","78154","Guadalupe","(VI) Dallas","210 566-9100","SNF/NF (Distinct Part)","11/21/2006","","120","N","","For Profit"
"676122","OAK GROVE NURSING HOME","6230 WARREN ST","GROVES","TX","77619","Jefferson","(VI) Dallas","409 963-1266","SNF/NF (Distinct Part)","10/01/2006","","120","N","","For Profit"
"676123","FAIRFIELD NURSING & REHABILITATION CENTER","420 MOODY ST","FAIRFIELD","TX","75840","Freestone","(VI) Dallas","903 389-1236","SNF/NF (Distinct Part)","12/14/2006","","101","N","","For Profit"
"676124","PINECREST RETIREMENT COMMUNITY","1302 TOM TEMPLE DR","LUFKIN","TX","75904","Angelina","(VI) Dallas","936 634-1054","SNF/NF (Distinct Part)","01/19/2007","","51","N","","Non-Profit"
"676125","WINDSOR ATRIUM","1814 ATRIUM PLACE","HARLINGEN","TX","78550","Cameron","(VI) Dallas","956 230-2300","SNF/NF (Dually Certified)","02/01/2007","","120","Y","","Non-Profit"
"676127","EMERALD HILLS REHABILITATION AND HEALTHCARE CENTER","5600 DAVIS BLVD","NORTH RICHLAND HILLS","TX","76180","Tarrant","(VI) Dallas","817 503-4700","SNF/NF (Distinct Part)","02/06/2007","","118","N","","For Profit"
"676128","THE MADISON ON MARSH","2245 MARSH LN","CARROLLTON","TX","75006","Dallas","(VI) Dallas","972 416-1764","SNF/NF (Distinct Part)","01/05/2007","","125","N","","For Profit"
"676131","BROOKDALE LAKEWAY SNF","1917 LOHMANS CROSSING RD","LAKEWAY","TX","78734","Travis","(VI) Dallas","512 261-3211","SNF/NF (Distinct Part)","03/20/2007","","98","N","","For Profit"
"676132","TRAIL LAKE NURSING & REHABILITATION","7100 TRAIL LAKE DR","FORT WORTH","TX","76133","Tarrant","(VI) Dallas","817 263-2224","SNF/NF (Distinct Part)","03/29/2007","","120","N","","For Profit"
"676133","MAVERICK NURSING AND REHABILITATION CENTER","3106 BOB ROGERS DR","EAGLE PASS","TX","78852","Maverick","(VI) Dallas","830 757-8566","SNF/NF (Dually Certified)","04/05/2007","","114","N","","For Profit"
"676135","PRESBYTERIAN VILLAGE NORTH SPECIAL CARE CTR","8600 SKYLINE DR","DALLAS","TX","75243","Dallas","(VI) Dallas","214 355-9000","Skilled Nursing Facility","04/04/2007","","102","N","","Non-Profit"
"676136","HUEBNER CREEK HEALTH & REHABILITATION CENTER","8306 HUEBNER RD","SAN ANTONIO","TX","78240","Bexar","(VI) Dallas","210 691-3111","SNF/NF (Distinct Part)","04/12/2007","","146","N","","Government"
"676137","LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER -","8902 WEST RD","HOUSTON","TX","77064","Harris","(VI) Dallas","713 849-0990","SNF/NF (Distinct Part)","04/25/2007","","125","N","THE ENSIGN GROUP","For Profit"
"676138","THE HEIGHTS OF GONZALES","701 N SARAH DEWITT","GONZALES","TX","78629","Gonzales","(VI) Dallas","830 672-4530","SNF/NF (Distinct Part)","05/22/2007","","132","N","","For Profit"
"676139","GREEN OAKS NURSING & REHABILITATION","3033 W GREEN OAKS BLVD","ARLINGTON","TX","76016","Tarrant","(VI) Dallas","817 222-6000","SNF/NF (Distinct Part)","05/15/2007","","142","N","","Government"
"676140","REFUGIO NURSING AND REHABILITATION","201 SWIFT ST","REFUGIO","TX","78377","Refugio","(VI) Dallas","361 526-4641","SNF/NF (Distinct Part)","05/18/2007","12/02/2021","64","N","","For Profit"
"676141","MATLOCK PLACE HEALTH & REHABILITATION CENTER","7100 MATLOCK RD","ARLINGTON","TX","76002","Tarrant","(VI) Dallas","817 466-2511","SNF/NF (Distinct Part)","06/20/2007","","148","N","","Government"
"676142","SENIOR SUITE CARE & REHAB LLC","983 N TEXAS STREET","EMORY","TX","75440","Rains","(VI) Dallas","903 473-3752","SNF/NF (Distinct Part)","07/22/2007","","68","N","","For Profit"
"676143","MANSFIELD MEDICAL LODGE","301 N MILLER RD","MANSFIELD","TX","76063","Tarrant","(VI) Dallas","817 276-4800","SNF/NF (Distinct Part)","08/01/2007","","118","N","","For Profit"
"676144","SENIOR CARE HEALTH & REHABILITATION CENTER - WICHI","910 MIDWESTERN PKWY","WICHITA FALLS","TX","76302","Wichita","(VI) Dallas","940 767-5500","SNF/NF (Distinct Part)","09/21/2007","","144","Y","","Government"
"676145","PRAIRIE ESTATES","1350 MAIN ST","FRISCO","TX","75034","Collin","(VI) Dallas","214 705-9108","SNF/NF (Distinct Part)","09/13/2007","","180","N","","For Profit"
"676146","TOWN EAST REHABILITATION AND HEALTHCARE CENTER","3617 O'HARE DR","MESQUITE","TX","75150","Dallas","(VI) Dallas","972 284-8600","SNF/NF (Distinct Part)","08/22/2007","","130","N","","Government"
"676147","STALLINGS COURT NURSING AND REHABILITATION","4616 NE STALLINGS DR","NACOGDOCHES","TX","75965","Nacogdoches","(VI) Dallas","936 569-5600","SNF/NF (Distinct Part)","07/19/2007","","120","N","","For Profit"
"676148","PEACH TREE PLACE","315 W ANDERSON ST","WEATHERFORD","TX","76086","Parker","(VI) Dallas","817 599-4181","SNF/NF (Dually Certified)","06/14/2007","","59","N","","For Profit"
"676152","SEVEN ACRES JEWISH SENIOR CARE SERVICES, INC","6200 N BRAESWOOD","HOUSTON","TX","77074","Harris","(VI) Dallas","713 778-5700","SNF/NF (Dually Certified)","07/15/2007","","144","N","","Non-Profit"
"676153","REGENT CARE CENTER OF LEAGUE CITY","2620 W WALKER","LEAGUE CITY","TX","77573","Galveston","(VI) Dallas","281 309-5400","SNF/NF (Distinct Part)","09/12/2007","","194","N","","For Profit"
"676154","GRACE HILL NURSING CENTER","215 FM 161 BUSINESS SOUTH","HUGHES SPRINGS","TX","75656","Cass","(VI) Dallas","903 639-2561","SNF/NF (Distinct Part)","10/24/2007","","69","N","","For Profit"
"676155","THE COURTYARDS AT PASADENA","4048 RED BLUFF ROAD","PASADENA","TX","77503","Harris","(VI) Dallas","713 477-7877","SNF/NF (Distinct Part)","10/05/2007","","196","N","","Government"
"676156","PRESTONWOOD REHABILITATION & NURSING CENTER INC","2460 MARSH LN","PLANO","TX","75093","Denton","(VI) Dallas","214 731-5955","SNF/NF (Distinct Part)","10/29/2007","","132","N","","Government"
"676157","USSERY ROAN TEXAS STATE VETERANS HOME","1020 TASCOSA RD","AMARILLO","TX","79124","Potter","(VI) Dallas","806 322-8387","SNF/NF (Distinct Part)","11/15/2007","","120","N","","Government"
"676158","SONTERRA HEALTH CENTER","18514 SONTERRA PLACE","SAN ANTONIO","TX","78258","Bexar","(VI) Dallas","210 545-4800","SNF/NF (Distinct Part)","11/28/2007","","124","N","THE ENSIGN GROUP","Government"
"676160","REGENT CARE CENTER OF KINGWOOD","23775 KINGWOOD PLACE","KINGWOOD","TX","77339","Harris","(VI) Dallas","281 318-2600","SNF/NF (Distinct Part)","10/04/2007","","194","N","","For Profit"
"676161","GREEN VALLEY HEALTHCARE AND REHABILITATION CENTER","6850 RUFE SNOW DR","FORT WORTH","TX","76148","Tarrant","(VI) Dallas","817 514-4940","SNF/NF (Distinct Part)","08/28/2007","","124","N","","For Profit"
"676163","BENDER TERRACE OF LUBBOCK","4510 27TH ST","LUBBOCK","TX","79410","Lubbock","(VI) Dallas","806 795-4368","SNF/NF (Dually Certified)","01/27/2008","","120","N","","For Profit"
"676164","COLONIAL BELLE NURSING HOME","106 N BARON","BELLVILLE","TX","77418","Austin","(VI) Dallas","979 865-3689","SNF/NF (Distinct Part)","12/16/2007","","85","N","","For Profit"
"676165","PARK MANOR OF TOMBALL","250 SCHOOL STREET","TOMBALL","TX","77375","Harris","(VI) Dallas","281 516-7929","SNF/NF (Distinct Part)","01/24/2008","","125","N","","For Profit"
"676166","COLONIAL BELLE NURSING HOME SEALY","1401 EAGLE LAKE ROAD","SEALY","TX","77474","Austin","(VI) Dallas","979 885-2937","SNF/NF (Distinct Part)","07/01/2007","","90","N","","For Profit"
"676167","BUCKNER WESTMINSTER PLACE","2201 HORSESHOE LN","LONGVIEW","TX","75605","Gregg","(VI) Dallas","903 234-0000","Skilled Nursing Facility","01/22/2008","","15","N","","Non-Profit"
"676168","RAMBLING OAKS COURTYARD EXTENSIVE CARE COMMUNITY","112 BARNETT BLVD","HIGHLAND VILLAGE","TX","75077","Denton","(VI) Dallas","972 317-1174","SNF/NF (Distinct Part)","01/24/2008","","70","N","","For Profit"
"676169","PREMONT NURSING AND REHABILITATION","431 N W 3RD ST","PREMONT","TX","78375","Jim Wells","(VI) Dallas","361 348-3553","SNF/NF (Distinct Part)","01/01/2008","10/01/2020","48","N","","For Profit"
"676170","ST DOMINIC VILLAGE NURSING HOME","2409 E HOLCOMBE BLVD","HOUSTON","TX","77021","Harris","(VI) Dallas","713 741-8701","SNF/NF (Distinct Part)","01/10/2008","","158","N","","Non-Profit"
"676172","GROVETON NURSING HOME","1020 W 1ST ST","GROVETON","TX","75845","Trinity","(VI) Dallas","936 642-1221","SNF/NF (Distinct Part)","03/01/2008","","47","N","","For Profit"
"676173","KENEDY HEALTH & REHABILITATION","7882 S HWY 181 (NO MAIL SERVICE)","KENEDY","TX","78119","Karnes","(VI) Dallas","830 583-9101","SNF/NF (Dually Certified)","03/01/2008","","60","N","","For Profit"
"676174","LEGACY NURSING AND REHABILITATION","2202 N TRAVIS AVE","CAMERON","TX","76520","Milam","(VI) Dallas","254 697-6564","SNF/NF (Distinct Part)","03/01/2008","","104","N","","For Profit"
"676175","PERMIAN RESIDENTIAL CARE CENTER","1601 NE MUSTANG","ANDREWS","TX","79714","Andrews","(VI) Dallas","432 464-2430","SNF/NF (Dually Certified)","05/23/2008","","90","N","","Government"
"676176","CROWLEY NURSING AND REHABILITATION","920 E FM 1187","CROWLEY","TX","76036","Tarrant","(VI) Dallas","817 297-5600","SNF/NF (Distinct Part)","12/14/2007","","79","N","","For Profit"
"676177","GARRISON NURSING HOME & REHABILITATION CENTER","333 NORTH FM 95","GARRISON","TX","75946","Nacogdoches","(VI) Dallas","936 347-2234","SNF/NF (Dually Certified)","01/01/2008","","93","N","","For Profit"
"676178","DUNCANVILLE HEALTHCARE AND REHABILITATION CENTER","419 S COCKRELL HILL RD","DUNCANVILLE","TX","75116","Dallas","(VI) Dallas","972 708-8800","SNF/NF (Distinct Part)","04/25/2008","","124","N","","For Profit"
"676179","MIDLAND MEDICAL LODGE","3000 MOCKINGBIRD LN","MIDLAND","TX","79705","Midland","(VI) Dallas","432 694-0077","SNF/NF (Distinct Part)","12/08/2007","","125","N","","Government"
"676180","ELGIN NURSING AND REHABILITATION CENTER","1373 NORTH AVENUE C","ELGIN","TX","78621","Bastrop","(VI) Dallas","512 285-2457","SNF/NF (Dually Certified)","02/14/2008","","120","N","","For Profit"
"676181","THE HEIGHTS","1855 W GOODWIN","PLEASANTON","TX","78064","Atascosa","(VI) Dallas","830 569-4313","SNF/NF (Dually Certified)","05/16/2008","","100","N","","For Profit"
"676183","HUNTINGTON HEALTH CARE & REHABILITATION CENTER","220 E ASH STREET","HUNTINGTON","TX","75949","Angelina","(VI) Dallas","936 876-2273","SNF/NF (Distinct Part)","07/21/2008","","112","N","","For Profit"
"676184","PROVIDENCE PARK REHABILITATION AND SKILLED NURSING","5505 NEW COPELAND RD","TYLER","TX","75703","Smith","(VI) Dallas","903 939-2443","SNF/NF (Distinct Part)","07/24/2008","","125","N","","For Profit"
"676185","HARBOR LAKES NURSING AND REHABILITATION CENTER","1300 2ND ST","GRANBURY","TX","76048","Hood","(VI) Dallas","817 408-3800","SNF/NF (Distinct Part)","06/03/2008","","142","N","","For Profit"
"676186","CAMBRIDGE LTC PARTNERS INC","1621 BUTLER","DIMMITT","TX","79027","Castro","(VI) Dallas","806 647-3117","SNF/NF (Distinct Part)","05/13/2008","","114","N","","For Profit"
"676187","HERITAGE HOUSE OF MARSHALL HEALTH & REHABILITATION","5915 ELYSIAN FIELDS ROAD","MARSHALL","TX","75672","Harrison","(VI) Dallas","903 935-6700","SNF/NF (Distinct Part)","07/10/2008","","125","N","","Government"
"676188","MILLBROOK HEALTHCARE AND REHABILITATION CENTER","1850 W PLEASANT RUN RD","LANCASTER","TX","75146","Dallas","(VI) Dallas","972 275-1900","SNF/NF (Distinct Part)","07/25/2008","","124","N","THE ENSIGN GROUP","For Profit"
"676189","THE LEGACY AT WILLOW BEND","6101 OHIO STE 500","PLANO","TX","75024","Collin","(VI) Dallas","972 468-6300","SNF/NF (Distinct Part)","07/24/2008","","60","N","","Non-Profit"
"676190","STILLHOUSE REHABILITATION AND HEALTHCARE CENTER","2900 STILLHOUSE ROAD","PARIS","TX","75462","Lamar","(VI) Dallas","903 785-1601","SNF/NF (Distinct Part)","07/21/2008","","150","N","THE ENSIGN GROUP","Government"
"676191","SUNDANCE INN HEALTH CENTER","2034 SUNDANCE PKWY","NEW BRAUNFELS","TX","78130","Comal","(VI) Dallas","830 221-1400","SNF/NF (Dually Certified)","09/11/2008","08/31/2019","128","N","","For Profit"
"676192","GARNET HILL REHABILITATION AND SKILLED CARE","1420 MCCREARY RD","WYLIE","TX","75098","Dallas","(VI) Dallas","972 442-6776","SNF/NF (Distinct Part)","08/28/2008","","128","N","","Government"
"676193","THE WATERTON HEALTHCARE & REHABILITATION","2875 SHILOH ROAD","TYLER","TX","75703","Smith","(VI) Dallas","903 561-1300","SNF/NF (Distinct Part)","09/03/2008","","92","N","THE ENSIGN GROUP","For Profit"
"676194","MASON CREEK TRANSITIONAL CARE OF KATY","21727 PROVINCIAL BLVD","KATY","TX","77450","Harris","(VI) Dallas","281 717-1302","SNF/NF (Distinct Part)","10/02/2008","","125","N","THE ENSIGN GROUP","For Profit"
"676195","BRIGHTON SENIOR LIVING OF KATY","23553 WEST FERNHURST DRIVE","KATY","TX","77494","Harris","(VI) Dallas","281 394-3900","SNF/NF (Distinct Part)","10/01/2008","","130","N","","For Profit"
"676196","CORNERSTONE GARDENS LLP","763 MARLANDWOOD RD","TEMPLE","TX","76505","Bell","(VI) Dallas","254 771-5950","SNF/NF (Distinct Part)","10/17/2008","","130","N","","For Profit"
"676197","RIDGEVIEW REHABILITATION AND SKILLED NURSING","206 WALLS DR","CLEBURNE","TX","76033","Johnson","(VI) Dallas","817 645-0668","SNF/NF (Distinct Part)","09/11/2008","","134","N","","Government"
"676198","QUERENCIA AT BARTON CREEK","2500 BARTON CREEK BLVD","AUSTIN","TX","78735","Travis","(VI) Dallas","512 610-9400","Skilled Nursing Facility","10/21/2008","","42","N","","Non-Profit"
"676200","GOLDEN AGE NURSING HOME","2613 34TH ST","LUBBOCK","TX","79410","Lubbock","(VI) Dallas","806 792-2196","SNF/NF (Dually Certified)","01/01/2009","09/22/2020","34","N","","For Profit"
"676201","TUSCANY VILLAGE","2750 MILLER RANCH RD","PEARLAND","TX","77584","Brazoria","(VI) Dallas","713 770-5300","SNF/NF (Distinct Part)","10/04/2008","","132","N","","Government"
"676202","PARK VALLEY INN HEALTH CENTER","17751 PARK VALLEY DR","ROUND ROCK","TX","78681","Williamson","(VI) Dallas","512 218-6000","SNF/NF (Distinct Part)","11/07/2008","09/01/2019","78","N","","For Profit"
"676203","ROLLING MEADOWS","3006 MCNIEL","WICHITA FALLS","TX","76309","Wichita","(VI) Dallas","940 691-7511","SNF/NF (Distinct Part)","10/29/2008","","86","N","","Non-Profit"
"676204","FOCUSED CARE AT CEDAR BAYOU","2000 W BAKER RD","BAYTOWN","TX","77521","Harris","(VI) Dallas","281 427-9120","SNF/NF (Distinct Part)","12/08/2008","","125","N","","For Profit"
"676205","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROUND","1400 HESTERS CROSSING","ROUND ROCK","TX","78681","Williamson","(VI) Dallas","512 244-4400","Skilled Nursing Facility","12/29/2008","01/09/2019","21","Y","","For Profit"
"676206","WINDSOR ARBOR VIEW","218 BALTIC","EDINBURG","TX","78539","Hidalgo","(VI) Dallas","956 316-2533","SNF/NF (Dually Certified)","02/18/2009","","120","N","","For Profit"
"676207","THE COLONNADES AT REFLECTION BAY","12001 SHADOW CREEK PARKWAY","PEARLAND","TX","77584","Brazoria","(VI) Dallas","713 434-3800","SNF/NF (Distinct Part)","01/23/1984","","180","N","","For Profit"
"676208","BRIGHTON SENIOR LIVING OF CYPRESS","9602 HUFFMEISTER RD","HOUSTON","TX","77095","Harris","(VI) Dallas","281 463-9001","SNF/NF (Distinct Part)","02/25/2009","","125","N","","For Profit"
"676209","DECATUR MEDICAL LODGE","701 W BENNETT RD","DECATUR","TX","76234","Wise","(VI) Dallas","940 626-2800","SNF/NF (Distinct Part)","02/03/2009","","124","N","","For Profit"
"676210","FOCUSED CARE AT SUMMER PLACE","2485 S MAJOR DR","BEAUMONT","TX","77707","Jefferson","(VI) Dallas","409 861-4611","SNF/NF (Distinct Part)","03/03/2009","","132","N","","For Profit"
"676211","WESLEY WOODS HEALTH & REHABILITATION","1700 WOODGATE DRIVE","WACO","TX","76712","Mclennan","(VI) Dallas","254 666-5454","SNF/NF (Distinct Part)","02/01/2009","","87","N","","For Profit"
"676212","COLLEGE PARK REHABILITATION AND CARE CENTER","1715 MARTIN DR","WEATHERFORD","TX","76086","Parker","(VI) Dallas","817 458-3100","SNF/NF (Distinct Part)","02/26/2009","","120","N","","Government"
"676213","HEWITT NURSING AND REHABILITATION","8836 MARS DR","HEWITT","TX","76643","Mclennan","(VI) Dallas","254 420-5500","SNF/NF (Distinct Part)","03/24/2009","","140","N","","For Profit"
"676214","FALCON LAKE NURSING HOME, LLC","200 CARLA ST","ZAPATA","TX","78076","Zapata","(VI) Dallas","956 765-3040","SNF/NF (Distinct Part)","02/20/2009","","59","N","","For Profit"
"676215","THE REHABILITATION & WELLNESS CENTRE OF DALLAS LLC","4200 LIVE OAK ST","DALLAS","TX","75204","Dallas","(VI) Dallas","214 821-0050","SNF/NF (Distinct Part)","03/13/2009","","136","N","","For Profit"
"676216","REMINGTON TRANSITIONAL CARE OF SAN ANTONIO","5423 HAMILTON WOLFE RD","SAN ANTONIO","TX","78229","Bexar","(VI) Dallas","210 694-9494","Skilled Nursing Facility","04/25/2009","","60","N","","Non-Profit"
"676217","ROYSE CITY MEDICAL LODGE","901 W INTERSTATE 30","ROYSE CITY","TX","75189","Rockwall","(VI) Dallas","972 636-9100","SNF/NF (Distinct Part)","04/15/2009","","144","N","","For Profit"
"676218","JEFFERSON NURSING AND REHABILITATION CENTER","3840 POINTE PARKWAY","BEAUMONT","TX","77706","Jefferson","(VI) Dallas","409 892-6811","SNF/NF (Distinct Part)","03/18/2009","","120","N","","Non-Profit"
"676219","WINDCREST HEALTH & REHABILITATION","6050 HOSPITAL DR","ABILENE","TX","79606","Taylor","(VI) Dallas","325 692-1533","SNF/NF (Distinct Part)","02/01/2009","","120","N","","For Profit"
"676220","GRANITE MESA HEALTH CENTER","1401 MAX COPELAND DR","MARBLE FALLS","TX","78654","Burnet","(VI) Dallas","830 693-0022","SNF/NF (Distinct Part)","06/02/2009","","124","N","THE ENSIGN GROUP","For Profit"
"676221","HERITAGE PARK OF KATY NURSING AND REHABILITATION","6001 GEORGE BUSH DR","KATY","TX","77493","Harris","(VI) Dallas","281 395-1124","SNF/NF (Distinct Part)","06/02/2009","","118","N","","For Profit"
"676222","BASTROP LOST PINES NURSING AND REHABILITATION CENT","430 OLD AUSTIN HWY","BASTROP","TX","78602","Bastrop","(VI) Dallas","512 321-3527","SNF/NF (Distinct Part)","07/01/2009","","120","N","","Government"
"676223","BAYOU PINES CARE CENTER","4905 FLEMING STREET","LA MARQUE","TX","77568","Galveston","(VI) Dallas","409 938-8282","SNF/NF (Distinct Part)","07/02/2009","","120","N","","For Profit"
"676224","THE HEIGHTS ON HUEBNER","10127 HUEBNER RD","SAN ANTONIO","TX","78240","Bexar","(VI) Dallas","210 858-0828","SNF/NF (Distinct Part)","07/01/2009","","120","N","","Government"
"676225","MITCHELL COUNTY NURSING AND REHABILITATION CENTER","971 W I 20","COLORADO CITY","TX","79512","Mitchell","(VI) Dallas","325 728-5247","SNF/NF (Distinct Part)","10/15/2009","","96","N","","Government"
"676226","CYPRESS HEALTHCARE AND REHABILITATION CENTER","1351 SADLER","SAN MARCOS","TX","78666","Hays","(VI) Dallas","512 805-5000","SNF/NF (Distinct Part)","08/03/2009","","174","N","","For Profit"
"676227","COPPERAS HOLLOW NURSING & REHABILITATION CENTER","345 COUNTRY CLUB DR","CALDWELL","TX","77836","Burleson","(VI) Dallas","979 567-4300","SNF/NF (Distinct Part)","06/26/2009","","90","N","","For Profit"
"676228","KENDALL HOUSE WELLNESS & REHABILITATION","1050 GRAND BLVD.","BOERNE","TX","78006","Kendall","(VI) Dallas","830 816-4100","SNF/NF (Distinct Part)","07/01/2009","","40","N","","For Profit"
"676229","TRUCARE LIVING CENTERS-COLUMBUS","1511 MONTEZUMA STREET","COLUMBUS","TX","78934","Colorado","(VI) Dallas","979 733-0500","SNF/NF (Distinct Part)","07/30/2009","","104","N","","Non-Profit"
"676230","COPPERFIELD HEALTHCARE AND REHABILITATION","7107 QUEENSTON BLVD","HOUSTON","TX","77095","Harris","(VI) Dallas","281 463-7333","SNF/NF (Dually Certified)","08/12/2009","","124","N","THE ENSIGN GROUP","For Profit"
"676233","BANDERA NURSING & REHABILITATION","222 FM 1077","BANDERA","TX","78003","Bandera","(VI) Dallas","830 796-4077","SNF/NF (Distinct Part)","09/02/2009","","118","N","","For Profit"
"676234","THE VILLAGE AT GLEANNLOCH FARMS","9505 NORTH POINTE BLVD","SPRING","TX","77379","Harris","(VI) Dallas","281 569-2999","Skilled Nursing Facility","05/08/2009","","35","N","","For Profit"
"676235","ROCK CREEK HEALTH AND REHABILITATION","1414 COLLEGE STREET","SULPHUR SPRINGS","TX","75482","Hopkins","(VI) Dallas","903 439-0107","SNF/NF (Distinct Part)","08/13/2009","","120","N","","For Profit"
